Roberson: 143	287	0	0	143	287	124	196

Oleinik: -139	-93	0	0	-139	-93	-190	-127
Albini: 207	328	0	0	207	328	190	254

Ramos: -66	4	0	0	-66	4	-70	-21
Hein: 36	152	0	0	36	152	70	120

Zaleski dos Santos: 44	134	0	0	44	134	62	95
Strickland: -75	-21	0	0	-75	-21	-62	-29

Alves: -144	-92	0	0	-144	-92	-166	-110
Aliev: 113	252	0	0	113	252	166	221

Leites: -71	6	0	0	-71	6	-72	-20
Hermansson: 29	146	0	0	29	146	72	124

Mina: 215	467	0	0	215	467	178	253
Emeev: -225	-89	0	0	-225	-89	-178	-103

Perez: -152	-99	0	0	-152	-99	-205	-137
Bochnovic: 193	332	0	0	193	332	205	274

Maia: 320	643	0	0	320	643	180	311
Usman: -198	11	0	0	-198	11	-180	-49

Grasso: 312	830	0	0	312	830	127	274
Suarez: -229	159	0	0	-229	159	-127	20

Cannonier: 226	430	0	0	226	430	222	328
Reyes: -156	-40	0	0	-156	-40	-222	-117

Rivas: -176	-67	0	0	-176	-67	-235	-140
Cannetti: 225	436	0	0	225	436	235	330

Macedo: 283	480	0	0	283	480	264	353
Lee: -202	-120	0	0	-202	-120	-264	-176

Luque: -113	9	0	0	-113	9	-126	-42
Laprise: 108	288	0	0	108	288	126	209

Cummings: 47	197	0	0	47	197	38	120
Prazeres: -27	108	0	0	-27	108	-38	44

Moreno: -150	-94	0	0	-150	-94	-183	-122
Pantoja: 155	294	0	0	155	294	183	244

Botelho: -104	11	0	0	-104	11	-91	-30
Kondo: 45	201	0	0	45	201	91	152

Benitez: -118	-66	0	0	-118	-66	-96	-64
Bandenay: 71	174	0	0	71	174	96	128

Barzola: -314	-173	0	0	-314	-173	-234	-156
Davis: 318	622	0	0	318	622	234	312

Briones: 242	494	0	0	242	494	183	266
Saenz: -216	-79	0	0	-216	-79	-183	-100

Puelles: 313	620	0	0	313	620	228	304
Silva: -323	-179	0	0	-323	-179	-228	-152

Thompson: -171	-85	0	0	-171	-85	-267	-167
Till: 285	465	0	0	285	465	267	367

Magny: -357	-221	0	0	-357	-221	-404	-269
White: 549	885	0	0	549	885	404	539

Allen: -168	-97	0	0	-168	-97	-188	-126
Burnell: 167	330	0	0	167	330	188	251

Knight: -147	-85	0	0	-147	-85	-164	-110
Amirkhani: 104	245	0	0	104	245	164	219

Grant: 39	134	0	0	39	134	79	105
Bermudez: -114	-63	0	0	-114	-63	-79	-53

Spicely: -152	-19	0	0	-152	-19	-185	-92
Stewart: 165	378	0	0	165	378	185	277

Silva: 30	251	0	0	30	251	-46	41
Taleb: -31	176	0	0	-31	176	46	133

Kelly: 129	354	0	0	129	354	69	141
Breese: -121	40	0	0	-121	40	-69	3

Scott: -30	42	0	0	-30	42	39	53
Pedersoli: -102	-57	0	0	-102	-57	-39	-26

Robertson: 242	496	0	0	242	496	289	386
McCann: -266	-146	0	0	-266	-146	-289	-193

Theodorou: -265	-96	0	0	-265	-96	-289	-159
Smith: 364	684	0	0	364	684	289	420

Mazany: -112	-12	0	0	-112	-12	-164	-77
Lansberg: 164	328	0	0	164	328	164	250

Rivera: -142	-63	0	0	-142	-63	-219	-133
Moraes: 238	396	0	0	238	396	219	305

Gillespie: -675	-426	0	0	-675	-426	-528	-352
Pichel: 1070	1703	0	0	1070	1703	528	705

Harris: -314	-184	0	0	-314	-184	-330	-220
Spitz: 408	708	0	0	408	708	330	439

Ellenberger: -128	-40	0	0	-128	-40	-200	-117
Saunders: 187	348	0	0	187	348	200	283

Arce: -185	-3	0	0	-185	-3	-191	-81
Teymur: 253	539	0	0	253	539	191	302

Villante: 366	762	0	0	366	762	133	219
Alvey: -345	-128	0	0	-345	-128	-133	-47

Eubanks: -77	52	0	0	-77	52	-80	-2
Murphy: 36	208	0	0	36	208	80	159

Muhammad: -440	-246	0	0	-440	-246	-417	-278
Rencountre: 552	986	0	0	552	986	417	556

Green: -340	-110	0	0	-340	-110	-276	-142
Tibau: 394	806	0	0	394	806	276	409

Eduardo: 569	985	0	0	569	985	337	449
Wood: -423	-246	0	0	-423	-246	-337	-224

Brooks: 465	884	0	0	465	884	231	349
Torres: -334	-105	0	0	-334	-105	-231	-113

Lentz: 783	1451	0	0	783	1451	400	569
Teymur: -615	-286	0	0	-615	-286	-400	-231

Whittaker: -128	-58	0	0	-128	-58	-197	-115
Romero: 216	360	0	0	216	360	197	279

RDA: -51	51	0	0	-51	51	-108	-23
Covington: 144	271	0	0	144	271	108	192

Holm: -189	-67	0	0	-189	-67	-215	-109
Anderson: 379	595	0	0	379	595	215	321

Arlovski: 255	444	0	0	255	444	174	261
Tuivasa: -154	-53	0	0	-154	-53	-174	-87

CM Punk: 800	1205	0	0	800	1205	376	501
Jackson: -465	-319	0	0	-465	-319	-376	-251

Overeem: -15	106	0	0	-15	106	-18	56
Blaydes: 17	148	0	0	17	148	18	92

Gadelha: -291	-214	0	0	-291	-214	-343	-229
Esparza: 600	817	0	0	600	817	343	458

Lamas: 4	131	0	0	4	131	31	91
Bektic: -38	75	0	0	-38	75	-31	29

Coulter: -164	-102	0	0	-164	-102	-240	-160
De La Rocha: 219	372	0	0	219	372	240	319

Evans: 196	328	0	0	196	328	179	249
Smith: -118	-53	0	0	-118	-53	-179	-109

Benavidez: -318	-228	0	0	-318	-228	-378	-248
Pettis: 706	956	0	0	706	956	378	508

Benavidez: -329	-234	0	0	-329	-234	-389	-255
Pettis: 718	979	0	0	718	979	389	522

Guida: 191	353	0	0	191	353	173	272
Oliveira: -107	-1	0	0	-107	-1	-173	-73

Santiago: -56	8	0	0	-56	8	-9	12
Ige: -39	31	0	0	-39	31	9	31

Cerrone: 119	299	0	0	119	299	109	202
Edwards: -76	59	0	0	-76	59	-109	-17

OSP: 66	196	0	0	66	196	50	120
Pedro: -31	78	0	0	-31	78	-50	20

Clark: -171	-98	0	0	-171	-98	-236	-157
Eye: 226	395	0	0	226	395	236	314

Jingliang: -59	44	0	0	-59	44	-83	-21
Abe: 76	211	0	0	76	211	83	145

Ishihara: 116	309	0	0	116	309	137	230
Yan: -121	13	0	0	-121	13	-137	-45

Arantes: -50	44	0	0	-50	44	-44	3
Yadong: 12	120	0	0	12	120	44	91

Dy: -133	-75	0	0	-133	-75	-114	-76
Young: 35	146	0	0	35	146	114	152

Kenan: -181	-100	0	0	-181	-100	-229	-152
Aldana: 170	343	0	0	170	343	229	305

Anzai: 106	315	0	0	106	315	129	221
Matthews: -138	7	0	0	-138	7	-129	-38

Pereira: -24	71	0	0	-24	71	27	68
Xiaonan: -47	46	0	0	-47	46	-27	14

Schnell: 56	175	0	0	56	175	50	100
Inoue: -45	50	0	0	-45	50	-50	0

Lausa: 261	510	0	0	261	510	306	408
Sasaki: -255	-140	0	0	-255	-140	-306	-204

Miocic: -98	-42	0	0	-98	-42	-140	-78
Cormier: 150	261	0	0	150	261	140	203

Ngannou: -261	-175	0	0	-261	-175	-322	-215
Lewis: 458	683	0	0	458	683	322	429

Chiesa: 2	133	0	0	2	133	-17	66
Pettis: 37	184	0	0	37	184	17	99

Saki: -81	12	0	0	-81	12	-129	-57
Rountree: 98	238	0	0	98	238	129	200

Hall: 285	481	0	0	285	481	288	384
Costa: -205	-128	0	0	-205	-128	-288	-192

Assuncao: -127	-30	0	0	-127	-30	-204	-105
Font: 242	408	0	0	242	408	204	302

Millender: -261	-162	0	0	-261	-162	-324	-216
Griffin: 405	652	0	0	405	652	324	432

Hooker: -334	-170	0	0	-334	-170	-197	-115
Burns: 481	832	0	0	481	832	197	279

Vannata: -4	163	0	0	-4	163	-18	73
Klose: 19	191	0	0	19	191	18	108

Moyle: -236	-137	0	0	-236	-137	-293	-195
Whitmire: 260	487	0	0	260	487	293	390

Felder: -165	-66	0	0	-165	-66	-233	-140
Perry: 222	409	0	0	222	409	233	327

Dos Santos: -21	128	0	0	-21	128	-35	51
Ivanov: 53	214	0	0	53	214	35	122

Northcutt: -52	117	0	0	-52	117	-38	49
Ottow: 71	267	0	0	71	267	38	125

Brown: -308	-95	0	0	-308	-95	-162	-68
Price: 356	742	0	0	356	742	162	257

Jury: 1	355	0	0	1	355	98	220
Mendes: 49	411	0	0	49	411	-98	24

Zingano: 255	584	0	0	255	584	72	165
Reneau: -195	22	0	0	-195	22	-72	21

Wineland: 433	891	0	0	433	891	219	321
Perez: -416	-174	0	0	-416	-174	-219	-117

Elkins: -149	176	0	0	-149	176	-102	28
Volkanovski: 247	669	0	0	247	669	102	233

Scoggins: 431	809	0	0	431	809	239	342
Nurmagomedov: -349	-163	0	0	-349	-163	-239	-137

Holobaugh: 402	715	0	0	402	715	203	271
Barcelos: -342	-215	0	0	-342	-215	-203	-135

Carmouche: -56	50	0	0	-56	50	-52	10
Maia: -7	131	0	0	-7	131	52	113

De La Rosa: -174	-96	0	0	-174	-96	-139	-93
Garcia: 68	213	0	0	68	213	139	186

Aguilar: -431	-103	0	0	-431	-103	-185	-60
Esquibel: 447	989	0	0	447	989	185	310

Shogun: 194	500	0	0	194	500	66	161
Smith: -163	55	0	0	-163	55	-66	29

Teixeira: -132	-42	0	0	-132	-42	-166	-89
Anderson: 141	305	0	0	141	305	166	244

Miranda: 459	886	0	0	459	886	281	375
Azaitar: -435	-239	0	0	-435	-239	-281	-187

Tybura: -225	-103	0	0	-225	-103	-262	-151
Struve: 352	598	0	0	352	598	262	374

Haqparast: 217	453	0	0	217	453	155	258
Diakiese: -145	8	0	0	-145	8	-155	-51

Hein: -31	72	0	0	-31	72	-9	47
Hadzovic: 18	138	0	0	18	138	9	65

Meek: -200	-72	0	0	-200	-72	-219	-119
Fabinski: 282	522	0	0	282	522	219	319

Taha: 74	191	0	0	74	191	123	164
Narimani: -131	-74	0	0	-131	-74	-123	-82

Ledet: -288	-169	0	0	-288	-169	-296	-197
Rakic: 324	596	0	0	324	596	296	395

Grant: 1	82	0	0	1	82	57	76
Bermudez: -104	-59	0	0	-104	-59	-57	-38

Kimball: 147	384	0	0	147	384	150	260
Stosic: -136	25	0	0	-136	25	-150	-40

Stasiak: 50	183	0	0	50	183	110	165
Liu: -103	-13	0	0	-103	-13	-110	-54

Roberts: -331	-184	0	0	-331	-184	-422	-281
Zawada: 410	738	0	0	410	738	422	563



Alvarez: 34	147	0	0	34	147	29	79
Poirier: -41	41	0	0	-41	41	-29	22

Aldo: -209	-77	0	0	-209	-77	-264	-149
Stephens: 331	581	0	0	331	581	264	380

Jedrzejczyk: -644	-422	0	0	-644	-422	-525	-350
Torres: 1125	1689	0	0	1125	1689	525	700

Hernandez: -118	11	0	0	-118	11	-95	-13
Aubin-Mercier: 165	359	0	0	165	359	95	177

Mein: -44	61	0	0	-44	61	-47	16
Morono: 32	155	0	0	32	155	47	109

Dawodu: -211	-65	0	0	-211	-65	-286	-156
Arnett: 300	564	0	0	300	564	286	415

Johnson: 335	551	0	0	335	551	331	441
Makhachev: -225	-137	0	0	-225	-137	-331	-221

Antigulov: -13	161	0	0	-13	161	-46	58
Cutelaba: 36	220	0	0	36	220	46	150

Makdessi: 8	167	0	0	8	167	-9	74
Pearson: 6	165	0	0	6	165	9	92

Davis: -40	130	0	0	-40	130	-44	53
Chookagian: 24	214	0	0	24	214	44	140

Ortiz: 79	259	0	0	79	259	87	187
Nicolau: -57	91	0	0	-57	91	-87	13

Markos: 120	331	0	0	120	331	116	234
Ansaroff: -66	109	0	0	-66	109	-116	1

Powell: -98	-56	0	0	-98	-56	-34	-23
Herrera: -36	30	0	0	-36	30	34	45



Dillashaw: -278	-178	0	0	-278	-178	-255	-162
Garbrandt: 526	779	0	0	526	779	255	347

Johnson: -806	-560	0	0	-806	-560	-622	-415
Cejudo: 1583	2240	0	0	1583	2240	622	829

Swanson: 31	215	0	0	31	215	29	127
Moicano: -20	154	0	0	-20	154	-29	70

Viana: -258	-74	0	0	-258	-74	-178	-81
Aldrich: 298	621	0	0	298	621	178	274

Santos: -217	-136	0	0	-217	-136	-331	-204
Holland: 512	695	0	0	512	695	331	458

Munhoz: -111	-33	0	0	-111	-33	-162	-83
Johns: 180	318	0	0	180	318	162	241

Simon: -48	38	0	0	-48	38	-51	-3
Jackson: 26	133	0	0	26	133	51	98

Sayles: -85	-2	0	0	-85	-2	-101	-45
Moraes: 65	189	0	0	65	189	101	156

Perez: 160	397	0	0	160	397	74	178
Torres: -91	91	0	0	-91	91	-74	31

Ramos: -135	-38	0	0	-135	-38	-205	-109
Ho Kang: 225	397	0	0	225	397	205	300

Taylor: 187	331	0	0	187	331	199	266
Zhang: -154	-95	0	0	-154	-95	-199	-133

Vera: -253	-107	0	0	-253	-107	-280	-164
Buren: 346	632	0	0	346	632	280	397

Moicano: -21	66	0	0	-21	66	0	36
Kattar: -24	66	0	0	-24	66	0	36

Bermudez: -164	-107	0	0	-164	-107	-242	-161
Glenn: 265	411	0	0	265	411	242	323



Justin Gaethje: -136	17	-93	-53	-136	-5	-131	-36
James Vick: 249	480	53	93	232	429	131	226

Michael Johnson: -251	-123	-154	-88	-246	-139	-261	-148
Andre Fili: 416	686	88	154	384	609	261	373

Cortney Casey: -72	32	104	104	-3	79	-104	-32
Angela Hill: 80	227	-183	-104	9	126	104	177

Jake Ellenberger: 664	1175	352	352	704	1120	295	420
Bryan Barbarena: -474	-233	-616	-352	-549	-352	-295	-170

John Moraga: 18	202	44	44	41	178	5	103
Deiveson Figueiredo: -8	170	-77	-44	-34	99	-5	92

Eryk Anders: -582	-341	-695	-397	-698	-526	-405	-270
Tim Williams: 751	1320	397	695	820	1227	405	539

James Krause: -97	-9	273	273	100	166	-123	-53
Warlley Alves: 117	255	-478	-273	-85	18	123	193

Cory Sandhagen: 163	330	65	65	164	271	178	256
Iuri Alcantara: -134	-38	-114	-65	-145	-83	-178	-100

Andrew Sanchez: -20	121	73	73	56	145	-7	70
Markus Perez: -13	125	-128	-73	-76	10	7	83

Mickey Gall: -165	-64	-583	-333	-335	-259	-220	-124
George Sullivan: 218	415	333	583	374	522	220	317

Joanne Calderwood: -181	-113	-660	-377	-385	-336	-259	-173
Kalindra Faria: 243	405	377	660	430	549	259	346

Drew Dober: -139	-60	-616	-352	-387	-334	-177	-105
Jon Tuck: 126	283	352	616	378	483	177	249

Rani Yahya: -59	12	-248	-142	-175	-131	-42	-7
Luke Sanders: 21	117	142	248	151	210	42	77



Tyron Woodley: -40	101	0	0	-40	101	-95	0
Darren Till: 109	268	0	0	109	268	95	190

Zabit Magomedsharipov: -854	-561	0	0	-854	-561	-619	-413
Brandon Davis: 1485	2243	0	0	1485	2243	619	826

Jessica Andrade: -295	-163	0	0	-295	-163	-303	-184
Karolina Kowalkiewicz: 481	767	0	0	481	767	303	423

Abdul Razak Alhassan: -8	145	0	0	-8	145	-17	70
Niko Price: 2	158	0	0	2	158	17	105

Carla Esparza: 462	872	0	0	462	872	245	390
Tatiana Suarez: -306	-69	0	0	-306	-69	-245	-101

Aljamain Sterling: -2	116	0	0	-2	116	-14	57
Cody Stamann: 9	136	0	0	9	136	14	84

Jimmie Rivera: -273	-182	0	0	-273	-182	-369	-246
John Dodson: 486	727	0	0	486	727	369	492

Charles Byrd: -102	9	0	0	-102	9	-134	-52
Darren Stewart: 159	329	0	0	159	329	134	216

Diego Sanchez: 284	545	0	0	284	545	209	322
Craig White: -185	-32	0	0	-185	-32	-209	-96

Jim Miller: 98	265	0	0	98	265	113	194
Alex White: -84	38	0	0	-84	38	-113	-31

Irene Aldana: -130	-49	0	0	-130	-49	-117	-63
Lucie Pudilova: 54	194	0	0	54	194	117	171

Jarred Brooks: -201	-74	0	0	-201	-74	-175	-85
Roberto Sanchez: 316	562	0	0	316	562	175	265

Geoff Neal: -113	17	0	0	-113	17	-164	-63
Frank Camacho: 160	354	0	0	160	354	164	265



Mark Hunt: -279	-169	0	0	-279	-169	-323	-215
Alexey Oleinik: 370	640	0	0	370	640	323	430

Jan Blachowicz: -12	144	0	0	-12	144	-20	69
Nikita Krylov: 35	201	0	0	35	201	20	109

Andrei Arlovski: -333	-196	0	0	-333	-196	-394	-263
Shamil Abdurakhimov: 462	787	0	0	462	787	394	525

Alexey Kunchenko: -241	-150	0	0	-241	-150	-324	-216
Thiago Alves: 354	582	0	0	354	582	324	431

Petr Yan: -756	-420	0	0	-756	-420	-503	-335
Jin Soo Son: 914	1662	0	0	914	1662	503	671

Rustam Khabilov: -274	-166	0	0	-274	-166	-378	-252
Kajan Johnson: 402	665	0	0	402	665	378	504

Mairbek Taisumov: -383	-213	0	0	-383	-213	-337	-225
Des Green: 402	779	0	0	402	779	337	449

Magomed Ankalaev: -165	-27	0	0	-165	-27	-196	-94
Marcin Prachnio: 181	405	0	0	181	405	196	298

Adam Yandiev: 133	306	0	0	133	306	170	243
Jordan Johnson: -146	-50	0	0	-146	-50	-170	-96

Ramazan Emeev: -433	-236	0	0	-433	-236	-386	-257
Stefan Sekulic: 493	921	0	0	493	921	386	514

Merab Dvalishvili: -48	109	0	0	-48	109	-76	17
Terrion Ware: 71	256	0	0	71	256	76	169

Mark Hunt: -455	-265	0	0	-455	-265	-379	-253
Alexey Oleinik: 586	1029	0	0	586	1029	379	505

Jan Blachowicz: -263	-11	0	0	-263	-11	-128	-15
Nikita Krylov: 311	703	0	0	311	703	128	241

Andrei Arlovski: -474	-276	0	0	-474	-276	-434	-290
Shamil Abdurakhimov: 644	1105	0	0	644	1105	434	579

Alexey Kunchenko: -398	-235	0	0	-398	-235	-372	-248
Thiago Alves: 544	926	0	0	544	926	372


	
Picks: 4
Thiago Santos: -108	-1	0	0	-108	-1	-176	-89
Eryk Anders: 149	316	0	0	149	316	176	262

Picks: 3
Alex Oliveira: -314	-175	0	0	-314	-175	-405	-270
Carlo Pedersoli: 387	699	0	0	387	699	405	540

Picks: 3
Sam Alvey: -124	8	0	0	-124	8	-150	-67
Antonio Rogerio Nogueira: 143	342	0	0	143	342	150	233

Picks: 3
Renan Barao: -119	17	0	0	-119	17	-175	-78
Andre Ewell: 159	363	0	0	159	363	175	271

Picks: 3
Randa Markos: 44	161	0	0	44	161	39	89
Marina Rodriguez: -34	64	0	0	-34	64	-39	11

Picks: 3
Charles Oliviera: -379	-208	0	0	-379	-208	-383	-255
Christos Giagos: 458	835	0	0	458	835	383	511

Picks: 3
Evan Dunham: 72	235	0	0	72	235	68	153
Francisco Trinaldo: -55	76	0	0	-55	76	-68	16

Picks: 3
Luis Henrique: 18	159	0	0	18	159	60	117
Ryan Spann: -76	41	0	0	-76	41	-60	-3

Picks: 3
Chase Sherman: -3	80	0	0	-3	80	56	74
Augusto Sakai: -108	-59	0	0	-108	-59	-56	-37

Picks: 2
Ben Saunders: -168	-91	0	0	-168	-91	-207	-138
Sergio Moraes: 195	363	0	0	195	363	207	276

Picks: 3
Mayra Bueno Silva: 25	137	0	0	25	137	20	70
Gillian Robertson: -15	88	0	0	-15	88	-20	30

Picks: 4
Thales Leites: -167	-97	0	0	-167	-97	-212	-142
Hector Lombard: 159	315	0	0	159	315	212	283

Picks: 3
Elizeu Zaleski dos Santos: -162	-24	0	0	-162	-24	-217	-107
Luigi Vendramini: 194	420	0	0	194	420	217	326

Picks: 3
Alex Chambers: 481	900	0	0	481	900	356	474
Livia Renata Souza: -419	-225	0	0	-419	-225	-356	-237



Picks: 11
Khabib Nurmagomedov: -155	-103	0	0	-155	-103	-214	-142
Conor McGregor: 219	364	0	0	219	364	214	285

Picks: 12
Tony Ferguson: -349	-227	0	0	-349	-227	-423	-273
Anthony Pettis: 699	1007	0	0	699	1007	423	573

Picks: 10
Ovince Saint Preux: 145	310	0	0	145	310	174	255
Dominick Reyes: -124	-37	0	0	-124	-37	-174	-94

Picks: 12
Derrick Lewis: 232	444	0	0	232	444	174	270
Alexander Volkov: -147	-22	0	0	-147	-22	-174	-78

Picks: 11
Michelle Waterson: 74	189	0	0	74	189	83	139
Felice Herrig: -69	3	0	0	-69	3	-83	-27

Picks: 11
Sergio Pettis: -107	-22	0	0	-107	-22	-185	-95
Jussier Formiga: 208	345	0	0	208	345	185	275

Picks: 9
Vicente Luque: -399	-236	0	0	-399	-236	-359	-239
Jalin Turner: 547	932	0	0	547	932	359	478

Picks: 10
Tonya Evinger: 116	325	0	0	116	325	56	145
Aspen Ladd: -82	84	0	0	-82	84	-56	33

Picks: 9
Yana Kunitskaya: -185	-77	0	0	-185	-77	-265	-154
Lina Lansberg: 298	509	0	0	298	509	265	377

Picks: 8
Alan Patrick: 3	93	0	0	3	93	67	89
Scott Holtzman: -102	-62	0	0	-102	-62	-67	-44

Picks: 10
Gray Maynard: 240	498	0	0	240	498	145	240
Nik Lentz: -172	-10	0	0	-172	-10	-145	-49

Picks: 8
Ryan LaFlare: -34	85	0	0	-34	85	-32	40
Tony Martin: 34	173	0	0	34	173	32	105



Picks: 6
Volkan Oezdemir: -191	-70	0	0	-191	-70	-256	-146
Anthony Smith: 265	494	0	0	265	494	256	366

Picks: 6
Artem Lobov: 1187	1941	0	0	1187	1941	578	771
Michael Johnson: -790	-485	0	0	-790	-485	-578	-386

Picks: 6
Misha Cirkunov: -163	-49	0	0	-163	-49	-217	-117
Patrick Cummins: 233	439	0	0	233	439	217	317

Picks: 5
Andre Soukhamthath: -150	-89	0	0	-150	-89	-192	-128
Jonathan Martinez: 175	319	0	0	175	319	192	256

Picks: 6
Gian Villante: -175	-26	0	0	-175	-26	-135	-49
Ed Herman: 196	439	0	0	196	439	135	222

Picks: 5
Court McGee: -100	-7	0	0	-100	-7	-99	-39
Alex Garcia: 69	207	0	0	69	207	99	160

Picks: 5
Nordine Taleb: -9	152	0	0	-9	152	-23	77
Sean Strickland: 28	197	0	0	28	197	23	123

Picks: 4
Sarah Moras: -161	-89	0	0	-161	-89	-177	-118
Talita Bernardo: 106	255	0	0	106	255	177	236

Picks: 3
Arjan Singh Bhullar: -78	99	0	0	-78	99	-87	26
Marcelo Golm: 112	335	0	0	112	335	87	200

Picks: 4
Stevie Ray: -170	75	0	0	-170	75	-75	42
Jessin Ayari: 220	562	0	0	220	562	75	192

Picks: 5
Calvin Kattar: -577	-346	0	0	-577	-346	-418	-278
Chris Fishgold: 827	1385	0	0	827	1385	418	557

Picks: 4
Don Madge: 76	261	0	0	76	261	67	161
Te Edwards: -59	93	0	0	-59	93	-67	28

Picks: 4
Nasrat Haqparast: -66	97	0	0	-66	97	-78	21
Thibault Gouti: 93	294	0	0	93	294	78	177



Picks: 10
Daniel Cormier: -727	-490	0	0	-727	-490	-600	-400
Derrick Lewis: 1326	1960	0	0	1326	1960	600	800

Picks: 10
Chris Weidman: -21	102	0	0	-21	102	0	61
Jacare Souza: -9	106	0	0	-9	106	0	61

Picks: 10
David Branch: -201	-113	0	0	-201	-113	-275	-171
Jared Cannonier: 363	562	0	0	363	562	275	379

Picks: 7
Karl Roberson: -296	-190	0	0	-296	-190	-328	-218
Jack Marshman: 426	696	0	0	426	696	328	437

Picks: 10
Derek Brunson: 344	565	0	0	344	565	233	351
Israel Adesanya: -169	-37	0	0	-169	-37	-233	-115

Picks: 8
Jason Knight: -66	34	0	0	-66	34	-119	-43
Jordan Rinaldi: 132	271	0	0	132	271	119	195

Picks: 8
Sijara Eubanks: -190	-65	0	0	-190	-65	-189	-93
Roxanne Modafferi: 265	505	0	0	265	505	189	285

Picks: 7
Julio Arce: -145	-86	0	0	-145	-86	-136	-91
Sheymon Moraes: 85	219	0	0	85	219	136	182

Picks: 8
Lyman Good: -41	74	0	0	-41	74	-31	32
Ben Saunders: 11	150	0	0	11	150	31	93

Picks: 8
Matt Frevola: 293	568	0	0	293	568	191	303
Lando Vannata: -188	-20	0	0	-188	-20	-191	-79

Picks: 7
Shane Burgos: -395	-251	0	0	-395	-251	-443	-295
Kurt Holobaugh: 635	1004	0	0	635	1004	443	590

Picks: 7
Brian Kelleher: 64	400	0	0	64	400	31	157
Montel Jackson: -40	269	0	0	-40	269	-31	95

Picks: 6
Adam Wieczorek: -22	70	0	0	-22	70	0	43
Marcos Rogerio de Lima: -28	70	0	0	-28	70	0	43



Picks: 7
Korean Zombie: -70	27	0	0	-70	27	-99	-35
Yair Rodriguez: 71	205	0	0	71	205	99	163

Picks: 7
Donald Cerrone: -18	124	0	0	-18	124	-33	53
Mike Perry: 37	191	0	0	37	191	33	119

Picks: 6
Raquel Pennington: -6	139	0	0	-6	139	-1	74
Germaine de Randamie: -5	135	0	0	-5	135	1	76

Picks: 7
Maycee Barber: -482	-294	0	0	-482	-294	-486	-324
Hannah Cifers: 715	1178	0	0	715	1178	486	648

Picks: 6
Luis Pena: -148	-88	0	0	-148	-88	-143	-95
Mike Trizano: 85	222	0	0	85	222	143	190

Picks: 7
Amanda Cooper: -106	-38	0	0	-106	-38	-129	-71
Ashley Yoder: 109	242	0	0	109	242	129	186

Picks: 6
Chas Skelly: -93	-4	0	0	-93	-4	-65	-15
Bobby Moffett: 35	165	0	0	35	165	65	116

Picks: 6
Beneil Dariush: -272	-133	0	0	-272	-133	-210	-123
Thiago Moises: 336	622	0	0	336	622	210	296

Picks: 7
Davi Ramos: -280	-64	0	0	-280	-64	-230	-101
John Gunther: 345	716	0	0	345	716	230	359

Picks: 5
Eric Shelton: -34	40	0	0	-34	40	24	43
Joseph Morales: -76	-21	0	0	-76	-21	-24	-6

Picks: 5
Mark De La Rosa: -152	-45	0	0	-152	-45	-203	-116
Joby Sanchez: 189	378	0	0	189	378	203	291

Picks: 6
Julian Erosa: 241	470	0	0	241	470	177	272
Devonte Smith: -174	-45	0	0	-174	-45	-177	-82



Picks: 10
Neil Magny: 416	709	0	0	416	709	208	341
Santiago Ponzinibbio: -205	-25	0	0	-205	-25	-208	-76

Picks: 10
Ricardo Lamas: -163	-64	0	0	-163	-64	-236	-135
Darren Elkins: 318	507	0	0	318	507	236	338

Picks: 9
Khalil Rountree: -317	-208	0	0	-317	-208	-292	-186
Johnny Walker: 637	924	0	0	637	924	292	397

Picks: 9
Cezar Ferreira: -283	-187	0	0	-283	-187	-276	-184
Ian Heinisch: 424	685	0	0	424	685	276	369

Picks: 8
Marlon Vera: -220	-137	0	0	-220	-137	-286	-191
Guido Cannetti: 301	513	0	0	301	513	286	382

Picks: 9
Poliana Botelho: -135	-41	0	0	-135	-41	-192	-102
Cynthia Calvillo: 198	367	0	0	198	367	192	281

Picks: 7
Michel Prazeres: -396	-247	0	0	-396	-247	-422	-275
Bartosz Fabinski: 669	1045	0	0	669	1045	422	569

Picks: 7
Alexandre Pantoja: -203	-81	0	0	-203	-81	-207	-108
Ulka Sasaki: 294	533	0	0	294	533	207	306

Picks: 6
Hector Aldana: -53	14	0	0	-53	14	0	20
Laureano Staropoli: -46	14	0	0	-46	14	0	20

Picks: 5
Devin Powell: -85	28	0	0	-85	28	-95	-20
Jesus Pinedo: 62	212	0	0	62	212	95	171

Picks: 5
Nad Narimani: -157	-62	0	0	-157	-62	-219	-132
Anderson dos Santos: 190	368	0	0	190	368	219	305

Picks: 8
Michel Prazeres: -342	-221	0	0	-342	-221	-382	-249
Bartosz Fabinski: 622	935	0	0	622	935	382	515

Picks: 6
Austin Arnett: 288	520	0	0	288	520	217	289
Humberto Bandenay: -256	-162	0	0	-256	-162	-217	-144



Picks: 8
Curtis Blaydes: -182	-35	0	0	-182	-35	-239	-121
Francis N'Gannou: 258	507	0	0	258	507	239	357

