Picks: 3
Yan Xiaonan: 139	463	0	0	139	463	-28	102
Syuri Kondo: -83	189	0	0	-83	189	28	158

Picks: 4
Kenan Song: -95	125	0	0	-95	125	-125	3
Alex Morono: 120	394	0	0	120	394	125	253

Picks: 4
John Phillips: 309	553	0	0	309	553	325	433
Kevin Holland: -246	-138	0	0	-246	-138	-325	-217

Picks: 6
Jessica Aguilar: 271	521	0	0	271	521	219	331
Weili Zhang: -187	-43	0	0	-187	-43	-219	-106

Picks: 2
Pingyuan Liu: -216	-116	0	0	-216	-116	-300	-200
Martin Day: 249	466	0	0	249	466	300	400

Picks: 6
Louis Smolka: -177	-57	0	0	-177	-57	-266	-153
Sumudaerji: 279	502	0	0	279	502	266	379

Picks: 8
Alistair Overeem: -116	52	0	0	-116	52	-93	-2
Sergey Pavlovich: 138	370	0	0	138	370	93	185

Picks: 5
Rashad Coulter: 5	139	0	0	5	139	8	81
Hu Yaozong: 8	143	0	0	8	143	-8	65

Picks: 3
Wu Yanan: 1165	2115	0	0	1165	2115	508	677
Lauren Mueller: -955	-529	0	0	-955	-529	-508	-338

Picks: 7
Li Jingliang: -272	-160	0	0	-272	-160	-298	-199
David Zawada: 340	607	0	0	340	607	298	398



Picks: 5
Rafael Dos Anjos: 48	212	0	0	48	212	43	133
Kamaru Usman: -34	111	0	0	-34	111	-43	47

Picks: 4
Pedro Munhoz: -31	95	0	0	-31	95	-29	46
Bryan Caraway: 48	193	0	0	48	193	29	104

Picks: 5
Antonina Shevchenko: -457	-248	0	0	-457	-248	-339	-214
Ji Yeon Kim: 653	1123	0	0	653	1123	339	464

Picks: 3
Joseph Benavidez: -863	-492	0	0	-863	-492	-546	-364
Alex Perez: 1116	1969	0	0	1116	1969	546	728

Picks: 3
Tim Means: -196	-106	0	0	-196	-106	-265	-177
Ricky Rainey: 232	428	0	0	232	428	265	354



Picks: 4
Junior dos Santos: -214	-62	0	0	-214	-62	-284	-162
Tai Tuivasa: 286	558	0	0	286	558	284	407

Picks: 4
Mark Hunt: -280	-158	0	0	-280	-158	-375	-250
Justin Willis: 356	633	0	0	356	633	375	500

Picks: 4
Shogun Rua: 270	499	0	0	270	499	286	395
Tyson Pedro: -201	-85	0	0	-201	-85	-286	-177

Picks: 3
Jakes Matthews: -145	-25	0	0	-145	-25	-184	-97
Tony Martin: 188	389	0	0	188	389	184	271

Picks: 3
Wilson Reis: -276	-150	0	0	-276	-150	-362	-241
Ben Nguyen: 328	603	0	0	328	603	362	482



Picks: 9
Max Holloway: -68	117	0	0	-68	117	-92	18
Brian Ortega: 104	327	0	0	104	327	92	203

Picks: 9
Joanna Jedrzejczyk: -4	209	0	0	-4	209	17	127
Valentina Shevchenko: 46	267	0	0	46	267	-17	94

Picks: 9
Alex Oliveira: 126	266	0	0	126	266	113	186
Gunnar Nelson: -79	17	0	0	-79	17	-113	-39

Picks: 8
Kyle Bochniak: 172	336	0	0	172	336	184	266
Hakeem Dawodu: -130	-38	0	0	-130	-38	-184	-102

Picks: 9
Thiago Santos: -132	-37	0	0	-132	-37	-165	-91
Jimi Manuwa: 139	309	0	0	139	309	165	239

Picks: 9
Claudia Gadelha: -402	-249	0	0	-402	-249	-412	-264
Nina Ansaroff: 730	1109	0	0	730	1109	412	559

Picks: 9
Jessica Eye: -28	94	0	0	-28	94	-41	31
Katlyn Chookagian: 38	177	0	0	38	177	41	113

Picks: 9
Eryk Anders: -174	-11	0	0	-174	-11	-201	-75
Elias Theodorou: 342	604	0	0	342	604	201	327

Picks: 9
Gilbert Burns: 107	246	0	0	107	246	99	177
Olivier Aubin-Mercier: -77	24	0	0	-77	24	-99	-21

Picks: 5
Brad Katona: -155	-90	0	0	-155	-90	-187	-124
Matthew Lopez: 209	361	0	0	209	361	187	249

Picks: 8
Chad Laprise: -160	-27	0	0	-160	-27	-234	-118
Dhiego Lima: 251	472	0	0	251	472	234	349

Picks: 1
Diego Ferreira: -221	-116	0	0	-221	-116	-300	-200
Kyle Nelson: 244	466	0	0	244	466	300	400

Picks: 4
Aleksandar Rakic: -216	-126	0	0	-216	-126	-297	-198
Devin Clark: 267	476	0	0	267	476	297	395






Picks: 6
Kevin Lee: 64	220	0	0	64	220	36	127
Al Iaquinta: -15	129	0	0	-15	129	-36	56

Picks: 6
Edson Barboza: -146	-46	0	0	-146	-46	-217	-126
Dan Hooker: 209	391	0	0	209	391	217	308

Picks: 6
Sergio Pettis: 7	163	0	0	7	163	-8	81
Rob Font: 4	159	0	0	4	159	8	97

Picks: 6
Charles Oliveira: -68	39	0	0	-68	39	-91	-24
Jim Miller: 75	217	0	0	75	217	91	157

Picks: 4
Joaquim Silva: 1	123	0	0	1	123	13	79
Jared Gordon: 16	140	0	0	16	140	-13	52

Picks: 3
Dwight Grant: -212	-83	0	0	-212	-83	-266	-161
Zak Ottow: 267	514	0	0	267	514	266	371

Picks: 4
Drakkar Klose: -216	-124	0	0	-216	-124	-300	-200
Bobby Green: 285	498	0	0	285	498	300	400

Picks: 4
Jack Hermansson: -123	-69	0	0	-123	-69	-92	-61
Gerald Meerschaert: 23	127	0	0	23	127	92	123

Picks: 3
Zak Cummings: -15	88	0	0	-15	88	-19	31
Trevor Smith: 24	137	0	0	24	137	19	69

Picks: 3
Juan Adams: -523	-288	0	0	-523	-288	-416	-277
Chris De La Rocha: 598	1114	0	0	598	1114	416	555



Picks: 9
Jon Jones: -342	-199	0	0	-342	-199	-365	-232
Alexander Gustafsson: 590	924	0	0	590	924	365	498

Picks: 9
Cris Cyborg: -288	-149	0	0	-288	-149	-332	-198
Amanda Nunes: 509	805	0	0	509	805	332	467

Picks: 9
Ilir Latifi: -298	-155	0	0	-298	-155	-292	-174
Corey Anderson: 489	799	0	0	489	799	292	410

Picks: 9
Carlos Condit: 29	171	0	0	29	171	33	109
Michael Chiesa: -27	103	0	0	-27	103	-33	43

Picks: 9
Megan Anderson: 67	219	0	0	67	219	57	146
Cat Zingano: -26	114	0	0	-26	114	-57	32

Picks: 8
Uriah Hall: 102	290	0	0	102	290	21	96
Bevon Lewis: -58	100	0	0	-58	100	-21	55

Picks: 8
BJ Penn: 598	944	0	0	598	944	368	498
Ryan Hall: -358	-217	0	0	-358	-217	-368	-239

Picks: 8
Andrei Arlovski: 306	684	0	0	306	684	65	187
Walt Harris: -219	41	0	0	-219	41	-65	57

Picks: 7
Curtis Millender: -222	-145	0	0	-222	-145	-221	-147
Siyar Bahadurzada: 278	471	0	0	278	471	221	295

Picks: 7
Petr Yan: -460	-275	0	0	-460	-275	-404	-269
Douglas Silve de Andrade: 653	1098	0	0	653	1098	404	538

Picks: 9
Chad Mendes: -58	56	0	0	-58	56	-73	1
Alexander Volkanovski: 57	203	0	0	57	203	73	146

Picks: 7
Brian Kelleher: 60	233	0	0	60	233	76	163
Montel Jackson: -65	71	0	0	-65	71	-76	11

Picks: 6
Nathaniel Wood: -212	-57	0	0	-212	-57	-150	-58
Andre Ewell: 246	514	0	0	246	514	150	242



Picks: 8
Henry Cejudo: 463	748	0	0	463	748	338	475
TJ Dillashaw: -268	-132	0	0	-268	-132	-338	-200

Picks: 8
Greg Hardy: -485	-314	0	0	-485	-314	-397	-265
Allen Crowder: 812	1255	0	0	812	1255	397	530

Picks: 8
Gregor Gillespie: -349	-176	0	0	-349	-176	-353	-212
Yancy Medeiros: 537	909	0	0	537	909	353	494

Picks: 8
Joseph Benavidez: -292	-175	0	0	-292	-175	-313	-199
Dustin Ortiz: 490	770	0	0	490	770	313	427

Picks: 8
Paige VanZant: -256	-158	0	0	-256	-158	-308	-205
Rachael Ostovich: 368	612	0	0	368	612	308	410

Picks: 8
Donald Cerrone: 216	396	0	0	216	396	206	296
Alex Hernandez: -152	-58	0	0	-152	-58	-206	-115

Picks: 6
Glover Teixeira: -151	100	0	0	-151	100	6	108
Karl Roberson: 257	598	0	0	257	598	-6	96

Picks: 7
Joanne Calderwood: -201	-114	0	0	-201	-114	-207	-128
Ariane Lipski: 298	499	0	0	298	499	207	286

Picks: 6
Alonzo Menifield: -143	-1	0	0	-143	-1	-134	-43
Vinicius Alves Moreira: 207	429	0	0	207	429	134	226

Picks: 3
Cory Sandhagen: -486	-278	0	0	-486	-278	-446	-297
Mario Bautista: 635	1114	0	0	635	1114	446	594

Picks: 6
Dennis Bermudez: -48	39	0	0	-48	39	-33	20
Te Edwards: 19	129	0	0	19	129	33	85

Picks: 8
Belal Muhammad: -118	50	0	0	-118	50	-57	23
Geoff Neal: 124	350	0	0	124	350	57	137

Picks: 3
Chance Rencountre: 27	161	0	0	27	161	0	67
Kyle Stewart: -17	105	0	0	-17	105	0	67



Picks: 7
Justin Ledet: 338	628	0	0	338	628	252	369
Johnny Walker: -240	-85	0	0	-240	-85	-252	-135

Picks: 4
Livinha Souza: -165	-92	0	0	-165	-92	-214	-143
Sarah Frota: 206	371	0	0	206	371	214	285

Picks: 6
Anthony Hernandez: -89	46	0	0	-89	46	-104	-15
Markus Perez: 118	304	0	0	118	304	104	193

Picks: 3
Mara Romero Borella: 78	234	0	0	78	234	71	147
Taila Santos: -64	57	0	0	-64	57	-71	5

Picks: 1
Geraldo de Freitas: -95	-50	0	0	-95	-50	0	0
Felipe Colares: -95	-50	0	0	-95	-50	0	0

Picks: 2
Magomed Bibulatov: -122	72	0	0	-122	72	-143	-14
Rogerio Bontorin: 160	425	0	0	160	425	143	273

Picks: 8
Raphael Assuncao: 501	849	0	0	501	849	282	399
Marlon Moraes: -325	-162	0	0	-325	-162	-282	-165

Picks: 8
Jose Aldo: -120	-35	0	0	-120	-35	-171	-86
Renato Moicano: 225	381	0	0	225	381	171	255

Picks: 8
Demian Maia: -79	53	0	0	-79	53	-70	8
Lyman Good: 126	302	0	0	126	302	70	147

Picks: 8
Charles Oliveira: -153	106	0	0	-153	106	-45	78
David Teymur: 260	608	0	0	260	608	45	168

Picks: 8
Thiago Alves: 38	184	0	0	38	184	21	108
Max Griffin: 4	149	0	0	4	149	-21	66

Picks: 7
Junior Albini: -126	-77	0	0	-126	-77	-130	-87
Jairzinho Rozenstruik: 82	192	0	0	82	192	130	173

Picks: 7
Ricardo Ramos: 172	504	0	0	172	504	-45	60
Said Nurmagomedov: -100	172	0	0	-100	172	45	149



Picks: 9
Anderson Silva: 838	1347	0	0	838	1347	443	591
Israel Adesanya: -542	-337	0	0	-542	-337	-443	-296

Picks: 8
Rani Yahya: 12	147	0	0	12	147	5	80
Ricky Simon: 5	140	0	0	5	140	-5	70

Picks: 5
Nadia Kassem: -59	8	0	0	-59	8	-32	-2
Montana De La Rosa: -15	76	0	0	-15	76	32	63

Picks: 8
Jim Crute: -177	-69	0	0	-177	-69	-198	-113
Sam Alvey: 282	492	0	0	282	492	198	283

Picks: 3
Dong Hyun Ma: 328	587	0	0	328	587	354	472
Devonte Smith: -261	-146	0	0	-261	-146	-354	-236

Picks: 3
Austin Arnett: 390	695	0	0	390	695	387	516
Shane Young: -308	-174	0	0	-308	-174	-387	-258

Picks: 6
Kai Kara-France: -406	-176	0	0	-406	-176	-239	-124
Raulian Paiva: 587	1054	0	0	587	1054	239	354

Picks: 6
Teruto Ishihara: 354	686	0	0	354	686	300	400
Kyung Ho Kang: -337	-187	0	0	-337	-187	-300	-200

Picks: 9
Lando Vannata: -275	-170	0	0	-275	-170	-331	-221
Marcos Rosa Mariano: 396	652	0	0	396	652	331	442

Picks: 3
Jalin Turner: -208	-116	0	0	-208	-116	-300	-200
Callan Potter: 258	466	0	0	258	466	300	400

Picks: 2
Wuliji Buren: 6	175	0	0	6	175	0	100
Jonathan Martinez: 6	175	0	0	6	175	0	100



Picks: 9
Cain Velasquez: -22	200	0	0	-22	200	-91	20
Francis N'Gannou: 48	286	0	0	48	286	91	203

Picks: 9
James Vick: 75	219	0	0	75	219	100	166
Paul Felder: -79	26	0	0	-79	26	-100	-34

Picks: 9
Cynthia Calvillo: -360	-228	0	0	-360	-228	-414	-276
Cortney Casey: 559	889	0	0	559	889	414	552

Picks: 8
Alex Caceres: 503	862	0	0	503	862	364	493
Kron Gracie: -356	-202	0	0	-356	-202	-364	-235

Picks: 8
Bryan Barbarena: 240	458	0	0	240	458	258	356
Vicente Luque: -195	-91	0	0	-195	-91	-258	-161

Picks: 8
Andre Fili: 167	321	0	0	167	321	155	232
Myles Jury: -103	-8	0	0	-103	-8	-155	-77

Picks: 8
Jimmie Rivera: -217	6	0	0	-217	6	-127	-13
Aljamain Sterling: 359	707	0	0	359	707	127	242

Picks: 6
Manny Bermudez: -27	102	0	0	-27	102	-43	36
Benito Lopez: 50	197	0	0	50	197	43	123

Picks: 7
Andrea Lee: -205	-101	0	0	-205	-101	-313	-195
Ashlee Evans-Smith: 337	557	0	0	337	557	313	431

Picks: 7
Scott Holtzman: 51	217	0	0	51	217	38	129
Nik Lentz: -20	132	0	0	-20	132	-38	53

Picks: 4
Jessica Penne: -119	-26	0	0	-119	-26	-161	-83
Jodie Esquibel: 162	323	0	0	162	323	161	240

Picks: 7
Luke Sanders: -163	249	0	0	-163	249	-85	63
Renan Barao: 235	737	0	0	235	737	85	232

Picks: 5
Aleksandra Albu: -217	-61	0	0	-217	-61	-208	-100
Emily Whitmire: 349	631	0	0	349	631	208	316



Picks: 8
Jan Blachowicz: 59	227	0	0	59	227	41	130
Thiago Santos: -14	144	0	0	-14	144	-41	47

Picks: 8
Stefan Struve: 33	178	0	0	33	178	31	113
Marcos Rogerio de Lima: -26	105	0	0	-26	105	-31	51

Picks: 7
Gian Villante: 279	492	0	0	279	492	265	381
Michal Oleksiejczuk: -175	-63	0	0	-175	-63	-265	-149

Picks: 7
Liz Carmouche: 152	313	0	0	152	313	168	233
Lucie Pudilova: -143	-64	0	0	-143	-64	-168	-103

Picks: 8
John Dodson: 592	982	0	0	592	982	329	439
Petr Yan: -407	-245	0	0	-407	-245	-329	-220

Picks: 3
Magomed Ankalaev: -502	-283	0	0	-502	-283	-500	-333
Klidson Farias: 636	1133	0	0	636	1133	500	667

Picks: 2
Carlo Pedersoli: 214	394	0	0	214	394	235	313
Dwight Grant: -181	-98	0	0	-181	-98	-235	-157

Picks: 4
Daniel Teymur: -96	8	0	0	-96	8	-134	-52
Chris Fishgold: 138	298	0	0	138	298	134	217

Picks: 4
Gillian Robertson: -26	130	0	0	-26	130	-49	42
Veronica Macedo: 55	229	0	0	55	229	49	140

Picks: 5
Damir Hadzovic: -153	-41	0	0	-153	-41	-239	-134
Polo Reyes: 213	411	0	0	213	411	239	343

Picks: 3
Michael Prazeres: -152	-84	0	0	-152	-84	-154	-103
Ismail Naurdiev: 78	215	0	0	78	215	154	206

Picks: 4
Rustam Khabilov: 45	177	0	0	45	177	78	136
Diego Ferriera: -89	7	0	0	-89	7	-78	-20

Picks: 2
Damir Ismagulov: -213	-116	0	0	-213	-116	-300	-200
Joel Alvarez: 253	466	0	0	253	466	300	400



Picks: 14
Jon Jones: -813	-611	0	0	-813	-611	-654	-436
Anthony Smith: 1875	2445	0	0	1875	2445	654	872

Picks: 14
Tyron Woodley: -286	-220	0	0	-286	-220	-371	-247
Kamaru Usman: 663	861	0	0	663	861	371	495

Picks: 13
Robbie Lawler: 113	240	0	0	113	240	104	171
Ben Askren: -70	18	0	0	-70	18	-104	-37

Picks: 14
Tecia Torres: 80	209	0	0	80	209	79	154
Weili Zhang: -50	52	0	0	-50	52	-79	-4

Picks: 14
Cody Garbrandt: -264	-173	0	0	-264	-173	-360	-235
Pedro Munhoz: 509	735	0	0	509	735	360	485

Picks: 14
Jeremy Stephens: 49	202	0	0	49	202	45	121
Zabit Magomedsharipov: -33	100	0	0	-33	100	-45	32

Picks: 13
Misha Cirkunov: 466	690	0	0	466	690	197	306
Johnny Walker: -204	-74	0	0	-204	-74	-197	-87

Picks: 9
Alejandro Perez: 174	339	0	0	174	339	169	246
Cody Stamann: -134	-46	0	0	-134	-46	-169	-92

Picks: 13
Diego Sanchez: 437	638	0	0	437	638	162	257
Mickey Gall: -179	-65	0	0	-179	-65	-162	-67

Picks: 7
Charles Byrd: -5	88	0	0	-5	88	4	45
Edmen Shahbazyan: -12	77	0	0	-12	77	-4	37

Picks: 6
Gina Mazany: 136	298	0	0	136	298	169	244
Macy Chiasson: -134	-44	0	0	-134	-44	-169	-94

Picks: 7
Polyana Viana: -89	18	0	0	-89	18	-107	-31
Hannah Cifers: 110	265	0	0	110	265	107	184



Picks: 10
Derrick Lewis: 109	340	0	0	109	340	105	220
Junior Dos Santos: -83	102	0	0	-83	102	-105	10

Picks: 9
Elizeu Zaleski dos Santos: 5	136	0	0	5	136	36	96
Curtis Millender: -43	73	0	0	-43	73	-36	23

Picks: 9
Niko Price: -76	63	0	0	-76	63	-101	-6
Tim Means: 127	308	0	0	127	308	101	197

Picks: 10
Ben Rothwell: 104	258	0	0	104	258	15	96
Blagoy Ivanov: -22	125	0	0	-22	125	-15	67

Picks: 10
Beneil Dariush: -193	-73	0	0	-193	-73	-203	-109
Drew Dober: 268	497	0	0	268	497	203	297

Picks: 9
Omari Akhmedov: -159	-87	0	0	-159	-87	-213	-135
Tim Boetsch: 200	368	0	0	200	368	213	291

Picks: 8
Anthony Rocco Martin: -59	56	0	0	-59	56	-57	15
Sergio Moraes: 72	219	0	0	72	219	57	129

Picks: 9
Yana Kunitskaya: -189	-120	0	0	-189	-120	-296	-197
Marion Reneau: 308	482	0	0	308	482	296	394

Picks: 5
Grant Dawson: -4	137	0	0	-4	137	0	83
Julian Erosa: -2	137	0	0	-2	137	0	83

Picks: 6
Maurice Greene: 145	336	0	0	145	336	126	220
Jeff Hughes: -104	28	0	0	-104	28	-126	-33

Picks: 7
Louis Smolka: -180	-113	0	0	-180	-113	-267	-178
Matt Schnell: 283	452	0	0	283	452	267	356

Picks: 6
Alex Morono: -205	-79	0	0	-205	-79	-271	-158
Zak Ottow: 276	517	0	0	276	517	271	385

Picks: 5
Alex White: -86	12	0	0	-86	12	-101	-41
Dan Moret: 107	252	0	0	107	252	101	161



Picks: 10
Darren Till: -158	-88	0	0	-158	-88	-260	-164
Jorge Masvidal: 297	455	0	0	297	455	260	355

Picks: 10
Leon Edwards: 140	316	0	0	140	316	72	144
Gunnar Nelson: -91	30	0	0	-91	30	-72	-1

Picks: 10
Volcan Oezdemir: 333	572	0	0	333	572	260	364
Dominick Reyes: -216	-103	0	0	-216	-103	-260	-157

Picks: 10
Nathaniel Wood: -165	-73	0	0	-165	-73	-257	-155
Jose Alberto Quinones: 285	469	0	0	285	469	257	358

Picks: 9
Danny Roberts: 82	225	0	0	82	225	87	158
Claudio Henrique Da Silva: -72	33	0	0	-72	33	-87	-16

Picks: 7
Jack Marshman: -135	-81	0	0	-135	-81	-158	-106
John Phillips: 131	263	0	0	131	263	158	211

Picks: 7
Arnold Allen: -236	-124	0	0	-236	-124	-332	-212
Jordan Rinaldi: 357	603	0	0	357	603	332	452

Picks: 8
Marc Diakiese: 178	389	0	0	178	389	167	273
Joe Duffy: -128	12	0	0	-128	12	-167	-62

Picks: 7
Saparbeg Safarov: -58	67	0	0	-58	67	-74	13
Nick Negumereanu: 93	252	0	0	93	252	74	160

Picks: 6
Dan Ige: 24	164	0	0	24	164	2	71
Danny Henry: -8	126	0	0	-8	126	-2	66

Picks: 7
Priscila Cachoeira: 170	353	0	0	170	353	177	257
Molly McCann: -138	-30	0	0	-138	-30	-177	-97

Picks: 5
Nad Narimani: -202	-117	0	0	-202	-117	-276	-184
Mike Grundy: 271	470	0	0	271	470	276	367



Picks: 6
Stephen Thompson: -379	-201	0	0	-379	-201	-326	-200
Anthony Pettis: 602	999	0	0	602	999	326	452

Picks: 6
Curtis Blaydes: -144	-18	0	0	-144	-18	-209	-101
Justin Willis: 200	406	0	0	200	406	209	316

Picks: 5
Jussier Formiga: 198	388	0	0	198	388	201	286
Deiveson Figueiredo: -153	-47	0	0	-153	-47	-201	-116

Picks: 5
Luis Pena: -178	-107	0	0	-178	-107	-220	-147
Steven Peterson: 214	384	0	0	214	384	220	293

Picks: 5
Maycee Barber: -264	-155	0	0	-264	-155	-370	-247
JJ Aldrich: 363	621	0	0	363	621	370	493

Picks: 4
Bobby Moffett: -117	14	0	0	-117	14	-150	-55
Bryce Mitchell: 145	340	0	0	145	340	150	245

Picks: 5
Marlon Vera: -194	-110	0	0	-194	-110	-279	-186
Frankie Saenz: 252	443	0	0	252	443	279	372

Picks: 4
Alexis Davis: -162	-89	0	0	-162	-89	-203	-135
Jennifer Maia: 198	359	0	0	198	359	203	271

Picks: 5
John Makdessi: -70	91	0	0	-70	91	-57	33
Jesus Pinedo: 47	235	0	0	47	235	57	146

Picks: 5
Randa Markos: 87	257	0	0	87	257	70	152
Angela Hill: -62	72	0	0	-62	72	-70	11

Picks: 4
Chris Gutierrez: 51	210	0	0	51	210	52	131
Ryan MacDonald: -30	109	0	0	-30	109	-52	28

Picks: 4
Eric Shelton: 204	367	0	0	204	367	211	281
Jordan Espinosa: -164	-92	0	0	-164	-92	-211	-141



Picks: 9
Edson Barboza: 138	289	0	0	138	289	150	222
Justin Gaethje: -109	-16	0	0	-109	-16	-150	-78

Picks: 9
David Branch: -177	-84	0	0	-177	-84	-272	-168
Jack Hermansson: 298	488	0	0	298	488	272	376

Picks: 9
Josh Emmett: -10	128	0	0	-10	128	-29	46
Michael Johnson: 30	175	0	0	30	175	29	104

Picks: 9
Michelle Waterson: 19	146	0	0	19	146	56	106
Karolina Kowalkiewicz: -70	30	0	0	-70	30	-56	-6

Picks: 8
Paul Craig: 232	443	0	0	232	443	229	332
Kennedy Nzechukwu: -156	-34	0	0	-156	-34	-229	-125

Picks: 7
Sheymon Moraes: 74	219	0	0	74	219	56	132
Sodiq Yusuff: -48	70	0	0	-48	70	-56	20

Picks: 7
Jessica Aguilar: 24	166	0	0	24	166	30	108
Marina Rodriguez: -8	127	0	0	-8	127	-30	47

Picks: 8
Ross Pearson: 316	525	0	0	316	525	312	415
Des Green: -225	-139	0	0	-225	-139	-312	-208

Picks: 6
Kevin Aguilar: -99	-10	0	0	-99	-10	-153	-79
Enrique Barzola: 148	293	0	0	148	293	153	226

Picks: 8
Kevin Holland: -141	-43	0	0	-141	-43	-192	-103
Gerald Meerschaert: 212	390	0	0	212	390	192	281

Picks: 6
Ray Borg: -280	-150	0	0	-280	-150	-327	-211
Casey Kenney: 399	686	0	0	399	686	327	444

Picks: 7
Maryna Moroz: 48	171	0	0	48	171	40	98
Sabina Mazo: -48	45	0	0	-48	45	-40	17

Picks: 7
Alex Perez: -144	-50	0	0	-144	-50	-213	-124
Mark De La Rosa: 226	401	0	0	226	401	213	302

Picks: 3
Test: -1626	-900	-750	-500	-250
Tested: 1986	3600	750	1000	500

Picks: 4
G: 8	228	0	107	66
J: 8	228	0	107	66

